2026-09-07 11:14:42,728 - root - INFO - Logging to /root/.cache/KVTC/svd-q10000_iter2_2026-09-07-11:14:42.log
2026-09-07 11:14:42,730 - root - INFO - Scanning /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump for calibration dump directories
2026-09-07 11:14:42,734 - root - INFO - Discovered dump directory /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/fineweb with workers: ['tp_0_pp_0', 'tp_1_pp_0', 'tp_2_pp_0', 'tp_3_pp_0', 'tp_4_pp_0', 'tp_5_pp_0', 'tp_6_pp_0', 'tp_7_pp_0', 'tp_8_pp_0', 'tp_9_pp_0', 'tp_10_pp_0', 'tp_11_pp_0', 'tp_12_pp_0', 'tp_13_pp_0', 'tp_14_pp_0', 'tp_15_pp_0']
2026-09-07 11:14:42,736 - root - INFO - Discovered dump directory /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/openmath with workers: ['tp_0_pp_0', 'tp_1_pp_0', 'tp_2_pp_0', 'tp_3_pp_0', 'tp_4_pp_0', 'tp_5_pp_0', 'tp_6_pp_0', 'tp_7_pp_0', 'tp_8_pp_0', 'tp_9_pp_0', 'tp_10_pp_0', 'tp_11_pp_0', 'tp_12_pp_0', 'tp_13_pp_0', 'tp_14_pp_0', 'tp_15_pp_0']
2026-09-07 11:14:42,736 - root - INFO - Using 2 dump directories and 16 workers: ['tp_0_pp_0', 'tp_1_pp_0', 'tp_2_pp_0', 'tp_3_pp_0', 'tp_4_pp_0', 'tp_5_pp_0', 'tp_6_pp_0', 'tp_7_pp_0', 'tp_8_pp_0', 'tp_9_pp_0', 'tp_10_pp_0', 'tp_11_pp_0', 'tp_12_pp_0', 'tp_13_pp_0', 'tp_14_pp_0', 'tp_15_pp_0']
2026-09-07 11:14:57,121 - root - INFO - Looking for KV.K tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/fineweb/tp_0_pp_0
2026-09-07 11:14:57,258 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=872
2026-09-07 11:14:57,261 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=13
2026-09-07 11:14:57,315 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=995
2026-09-07 11:14:57,320 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=941
2026-09-07 11:14:57,489 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=807
2026-09-07 11:14:57,500 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=898
2026-09-07 11:14:57,581 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=923
2026-09-07 11:14:57,605 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=689
2026-09-07 11:14:57,615 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=965
2026-09-07 11:14:57,871 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=920
2026-09-07 11:14:57,902 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=409
2026-09-07 11:14:57,929 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=663
2026-09-07 11:14:57,987 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=695
2026-09-07 11:14:58,080 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=848
2026-09-07 11:15:10,715 - root - INFO - Looking for KV.V tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/fineweb/tp_0_pp_0
2026-09-07 11:15:10,743 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=409
2026-09-07 11:15:10,789 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=807
2026-09-07 11:15:10,803 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=848
2026-09-07 11:15:10,966 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=995
2026-09-07 11:15:11,075 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=941
2026-09-07 11:15:11,106 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=920
2026-09-07 11:15:11,111 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=663
2026-09-07 11:15:11,130 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=872
2026-09-07 11:15:11,205 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=898
2026-09-07 11:15:11,247 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=695
2026-09-07 11:15:11,305 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=13
2026-09-07 11:15:11,548 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=965
2026-09-07 11:15:11,559 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=923
2026-09-07 11:15:11,606 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=689
2026-09-07 11:15:28,158 - root - INFO - Looking for KV.K tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/openmath/tp_0_pp_0
2026-09-07 11:15:28,172 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=829
2026-09-07 11:15:29,042 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=892
2026-09-07 11:15:29,422 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=444
2026-09-07 11:15:29,486 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=372
2026-09-07 11:15:29,596 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=13
2026-09-07 11:15:45,067 - root - INFO - Looking for KV.V tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/openmath/tp_0_pp_0
2026-09-07 11:15:46,239 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=372
2026-09-07 11:15:46,447 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=892
2026-09-07 11:15:46,654 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=13
2026-09-07 11:15:46,686 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=444
2026-09-07 11:15:46,825 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=829
2026-09-07 11:16:02,089 - root - INFO - Looking for KV.K tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/fineweb/tp_1_pp_0
2026-09-07 11:16:02,177 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=872
2026-09-07 11:16:02,180 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=13
2026-09-07 11:16:02,227 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=995
2026-09-07 11:16:02,233 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=941
2026-09-07 11:16:02,403 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=807
2026-09-07 11:16:02,415 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=898
2026-09-07 11:16:02,499 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=923
2026-09-07 11:16:02,520 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=689
2026-09-07 11:16:02,529 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=965
2026-09-07 11:16:02,773 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=920
2026-09-07 11:16:02,802 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=409
2026-09-07 11:16:02,827 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=663
2026-09-07 11:16:02,881 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=695
2026-09-07 11:16:02,972 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=848
2026-09-07 11:16:15,199 - root - INFO - Looking for KV.V tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/fineweb/tp_1_pp_0
2026-09-07 11:16:15,227 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=409
2026-09-07 11:16:15,272 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=807
2026-09-07 11:16:15,278 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=848
2026-09-07 11:16:15,449 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=995
2026-09-07 11:16:15,554 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=941
2026-09-07 11:16:15,588 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=920
2026-09-07 11:16:15,593 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=663
2026-09-07 11:16:15,611 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=872
2026-09-07 11:16:15,680 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=898
2026-09-07 11:16:15,725 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=695
2026-09-07 11:16:15,785 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=13
2026-09-07 11:16:16,023 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=965
2026-09-07 11:16:16,034 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=923
2026-09-07 11:16:16,084 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=689
2026-09-07 11:16:32,462 - root - INFO - Looking for KV.K tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/openmath/tp_1_pp_0
2026-09-07 11:16:32,475 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=829
2026-09-07 11:16:33,332 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=892
2026-09-07 11:16:33,711 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=444
2026-09-07 11:16:33,769 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=372
2026-09-07 11:16:33,887 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=13
2026-09-07 11:16:48,667 - root - INFO - Looking for KV.V tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/openmath/tp_1_pp_0
2026-09-07 11:16:49,762 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=372
2026-09-07 11:16:49,928 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=892
2026-09-07 11:16:50,115 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=13
2026-09-07 11:16:50,143 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=444
2026-09-07 11:16:50,267 - root - INFO - Ignoring too short sequence KV.V. min_len=1000, ignored len=829
2026-09-07 11:17:04,600 - root - INFO - Looking for KV.K tensors at /root/.cache/KVTC/calibrations/Qwen3-235B-A22B-7d34567f/tp-16-pp-1/config-e4bf2892e3ff71a0/dump/fineweb/tp_2_pp_0
2026-09-07 11:17:04,687 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=872
2026-09-07 11:17:04,690 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=13
2026-09-07 11:17:04,740 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=995
2026-09-07 11:17:04,746 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=941
2026-09-07 11:17:04,921 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=807
2026-09-07 11:17:04,933 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=898
2026-09-07 11:17:05,015 - root - INFO - Ignoring too short sequence KV.K. min_len=1000, ignored len=923
